asp.effects,clim.sd,asp.mag,lt.lam,rep
"-2,1",6,15,0.7236950514631842,1
"-2,1",7,15,0.7179653417619246,1
"-2,1",8,15,0.7076864260322697,1
"-2,1",9,15,0.7339923704140706,1
"-2,1",10,15,0.733075054654241,1
"-2,1",11,15,0.7263521115316516,1
"-2,1",12,15,0.7511136689122916,1
"-2,1",13,15,0.7197109760726607,1
"-2,1",14,15,0.7456124797167606,1
"-2,1",15,15,0.7311365451055193,1
"-2,1",16,15,0.727849444226009,1
"-2,1",17,15,0.70595078067993,1
"-2,1",18,15,0.683775964627222,1
"-2,1",19,15,0.689322803817662,1
"-2,1",20,15,0.6646560876004439,1
"-2,1",21,15,0.6995555087219716,1
"-2,1",22,15,0.7090027208452571,1
"-2,1",23,15,0.6567791447140627,1
"-2,1",24,15,0.6614331567937728,1
"-2,1",25,15,0.680634026113349,1
"-2,1",26,15,0.6726710663694406,1
"-2,1",27,15,0.6525931328183623,1
"-2,1",28,15,0.6704888492913812,1
"-2,1",29,15,0.6634711579371937,1
"-2,1",30,15,0.6559415152623028,1
"-2,1",0,16,0.6011539214841752,1
"-2,1",1,16,0.6049509029251267,1
"-2,1",2,16,0.6137090875083082,1
"-2,1",3,16,0.6259618748067061,1
"-2,1",4,16,0.6343548890347307,1
"-2,1",5,16,0.6508992215641218,1
"-2,1",6,16,0.6897332231116253,1
"-2,1",7,16,0.6858845752234461,1
"-2,1",8,16,0.6574312800021348,1
"-2,1",9,16,0.702704917685166,1
"-2,1",10,16,0.7001183347512442,1
"-2,1",11,16,0.7248157324196457,1
"-2,1",12,16,0.7041229947918417,1
"-2,1",13,16,0.69875371011797,1
"-2,1",14,16,0.7284707908008619,1
"-2,1",15,16,0.7091786447279315,1
"-2,1",16,16,0.7125046636259625,1
"-2,1",17,16,0.7168301655961824,1
"-2,1",18,16,0.6833630379972194,1
"-2,1",19,16,0.71309201709208,1
"-2,1",20,16,0.7067293596219775,1
"-2,1",21,16,0.6889098576119106,1
"-2,1",22,16,0.6853868845353299,1
"-2,1",23,16,0.6955833263754857,1
"-2,1",24,16,0.6824501516066698,1
"-2,1",25,16,0.7051419556866658,1
"-2,1",26,16,0.6627691237179071,1
"-2,1",27,16,0.6590476789658761,1
"-2,1",28,16,0.6384900974220838,1
"-2,1",29,16,0.6433923721560322,1
"-2,1",30,16,0.6324884992671449,1
"-2,1",0,17,0.5660253874368997,1
"-2,1",1,17,0.5674752537095914,1
"-2,1",2,17,0.5756164212148428,1
"-2,1",3,17,0.5871728792780168,1
"-2,1",4,17,0.5923189478234041,1
"-2,1",5,17,0.6310570628770675,1
"-2,1",6,17,0.6517854337322061,1
"-2,1",7,17,0.6674633798141993,1
"-2,1",8,17,0.6985118984149756,1
"-2,1",9,17,0.6592578124751506,1
"-2,1",10,17,0.6647757305765619,1
"-2,1",11,17,0.7089817321593472,1
"-2,1",12,17,0.7007495084181103,1
"-2,1",13,17,0.6976209028986399,1
"-2,1",14,17,0.6946384310013671,1
"-2,1",15,17,0.7097046958001814,1
"-2,1",16,17,0.7073059545668384,1
"-2,1",17,17,0.7215650486443835,1
"-2,1",18,17,0.6861845777617858,1
"-2,1",19,17,0.6668749668184019,1
"-2,1",20,17,0.697935282073941,1
"-2,1",21,17,0.709227298847454,1
"-2,1",22,17,0.635486317258421,1
"-2,1",23,17,0.6854832247370783,1
"-2,1",24,17,0.6688678330812537,1
"-2,1",25,17,0.686259519988327,1
"-2,1",26,17,0.6751715266218716,1
"-2,1",27,17,0.6866050276820644,1
"-2,1",28,17,0.6452168980687727,1
"-2,1",29,17,0.6453715188907402,1
"-2,1",30,17,0.6362682478278684,1
"-2,1",0,18,0.5413219011848571,1
"-2,1",1,18,0.5456721711090442,1
"-2,1",2,18,0.5538541143426625,1
"-2,1",3,18,0.566113180324741,1
"-2,1",4,18,0.5894849803831587,1
"-2,1",5,18,0.6047504027504219,1
"-2,1",6,18,0.6103503417197657,1
"-2,1",7,18,0.6166693979449152,1
"-2,1",8,18,0.6649987715013536,1
"-2,1",9,18,0.627440277642387,1
"-2,1",10,18,0.6600192363945144,1
"-2,1",11,18,0.6497623939335663,1
"-2,1",12,18,0.6843523481988802,1
"-2,1",13,18,0.6857293636228344,1
"-2,1",14,18,0.6728234446468786,1
"-2,1",15,18,0.6691700519082983,1
"-2,1",16,18,0.697531725922889,1
"-2,1",17,18,0.689956599446119,1
"-2,1",18,18,0.6893604795711166,1
"-2,1",19,18,0.6756083124618624,1
"-2,1",20,18,0.6656934565617403,1
"-2,1",21,18,0.674043131065935,1
"-2,1",22,18,0.6394306331251891,1
"-2,1",23,18,0.6423370449229593,1
"-2,1",24,18,0.6568159457382726,1
"-2,1",25,18,0.6721162185992113,1
"-2,1",26,18,0.6543869351997503,1
"-2,1",27,18,0.6581123098539009,1
"-2,1",28,18,0.6275753544863657,1
"-2,1",29,18,0.6702456041256063,1
"-2,1",30,18,0.6401111651569287,1
"-2,1",0,19,0.5248973773524533,1
"-2,1",1,19,0.5276644612704696,1
"-2,1",2,19,0.5310089225834154,1
"-2,1",3,19,0.5439567557613474,1
"-2,1",4,19,0.5663475894829582,1
"-2,1",5,19,0.5684777673808448,1
"-2,1",6,19,0.5822205300978075,1
"-2,1",7,19,0.6017905772087601,1
"-2,1",8,19,0.6225319898492425,1
"-2,1",9,19,0.622236702274312,1
"-2,1",10,19,0.6410490531026068,1
"-2,1",11,19,0.6396120748988838,1
"-2,1",12,19,0.6706337569141857,1
"-2,1",13,19,0.6487917341273394,1
"-2,1",14,19,0.6704199415629389,1
"-2,1",15,19,0.6573914085293145,1
"-2,1",16,19,0.6548745351293962,1
"-2,1",17,19,0.6640375914519147,1
"-2,1",18,19,0.6771900372877246,1
"-2,1",19,19,0.6841486120331135,1
"-2,1",20,19,0.666297120275774,1
"-2,1",21,19,0.6933165089870432,1
"-2,1",22,19,0.641028629627677,1
"-2,1",23,19,0.6531430504883602,1
"-2,1",24,19,0.6706639981509921,1
"-2,1",25,19,0.6399765510664812,1
"-2,1",26,19,0.6461400683408633,1
"-2,1",27,19,0.6236763148757922,1
"-2,1",28,19,0.6278698871837348,1
"-2,1",29,19,0.6366742714619695,1
"-2,1",30,19,0.6213071157078027,1
"-2,1",0,20,0.5144395933761914,1
"-2,1",1,20,0.5152665486796936,1
"-2,1",2,20,0.5240815599478046,1
"-2,1",3,20,0.531870224114989,1
"-2,1",4,20,0.5481393962245465,1
"-2,1",5,20,0.5579269865342005,1
"-2,1",6,20,0.5770310357913347,1
"-2,1",7,20,0.5859380709974455,1
"-2,1",8,20,0.6047151506530398,1
"-2,1",9,20,0.6073596344557209,1
"-2,1",10,20,0.6355042820300338,1
"-2,1",11,20,0.6361445365116825,1
"-2,1",12,20,0.6640673052055471,1
"-2,1",13,20,0.6772402954743163,1
"-2,1",14,20,0.6473819656588556,1
"-2,1",15,20,0.6702005275541051,1
"-2,1",16,20,0.650430351244735,1
"-2,1",17,20,0.6644456994837586,1
"-2,1",18,20,0.6837255665758353,1
"-2,1",19,20,0.6676771801158925,1
"-2,1",20,20,0.65943426672586,1
"-2,1",21,20,0.6325931860094542,1
"-2,1",22,20,0.6620686147413146,1
"-2,1",23,20,0.6566534027839454,1
"-2,1",24,20,0.6731460909905591,1
"-2,1",25,20,0.6531704357703116,1
"-2,1",26,20,0.6366446194968222,1
"-2,1",27,20,0.6319132113874988,1
"-2,1",28,20,0.6776487272250948,1
"-2,1",29,20,0.627932882540805,1
"-2,1",30,20,0.6407588857017953,1
"-2,1",0,21,0.5080615163335727,1
"-2,1",1,21,0.5100473578134278,1
"-2,1",2,21,0.515299664540706,1
"-2,1",3,21,0.521857795369856,1
"-2,1",4,21,0.5356382846522152,1
"-2,1",5,21,0.5404810253743737,1
"-2,1",6,21,0.557592296495898,1
"-2,1",7,21,0.5777640261860741,1
"-2,1",8,21,0.5949672283747026,1
"-2,1",9,21,0.5937419054944983,1
"-2,1",10,21,0.5921314107595186,1
